   10.0000,   15.0000,1
    9.2500,   15.5000,1
    8.4750,   15.9625,1
    7.6769,   16.3862,1
    6.8576,   16.7701,1
    6.0191,   17.1130,1
    5.1634,   17.4139,1
    4.2927,   17.6721,1
    3.4091,   17.8867,1
    2.5148,   18.0572,1
    1.6119,   18.1829,1
    0.7028,   18.2635,1
   -0.2104,   18.2987,1
   -1.1253,   18.2881,0
   -2.0397,   18.2319,0
   -2.9513,   18.1299,0
   -3.8578,   17.9823,0
   -4.7570,   17.7894,0
   -5.6464,   17.5516,0
   -6.5240,   17.2693,0
   -7.3875,   16.9431,0
   -8.2346,   16.5737,0
   -9.0633,   16.1619,0
   -9.8714,   15.7088,0
  -10.6568,   15.2152,0
  -11.4176,   14.6824,0
  -12.1517,   14.1115,0
  -12.8573,   13.5039,0
  -13.5325,   12.8610,0
  -14.1755,   12.1844,0
  -14.7848,   11.4756,0
  -15.3585,   10.7364,0
  -15.8954,    9.9685,0
  -16.3938,    9.1737,0
  -16.8525,    8.3540,0
  -17.2702,    7.5114,0
  -17.6457,    6.6479,0
  -17.9781,    5.7656,0
  -18.2664,    4.8667,0
  -18.5098,    3.9534,0
  -18.7074,    3.0279,0
  -18.8588,    2.0925,0
  -18.9634,    1.1496,0
  -19.0209,    0.2014,0
  -19.0310,   -0.7496,0
  -18.9935,   -1.7012,0
  -18.9084,   -2.6509,0
  -18.7759,   -3.5963,0
  -18.5961,   -4.5351,0
  -18.3693,   -5.4649,0
  -18.0961,   -6.3834,0
  -17.7769,   -7.2882,0
  -17.4125,   -8.1770,0
  -17.0037,   -9.0476,0
  -16.5513,   -9.8978,0
  -16.0564,  -10.7254,0
  -15.5201,  -11.5282,0
  -14.9437,  -12.3042,0
  -14.3285,  -13.0514,0
  -13.6759,  -13.7678,0
  -12.9875,  -14.4516,0
  -12.2650,  -15.1010,0
  -11.5099,  -15.7142,0
  -10.7242,  -16.2897,0
   -9.9097,  -16.8259,0
   -9.0684,  -17.3214,0
   -8.2023,  -17.7749,0
   -7.3136,  -18.1850,0
   -6.4044,  -18.5506,0
   -5.4768,  -18.8709,0
   -4.5333,  -19.1447,0
